video_url,author_id,author_nickname,author_unique,music,caption
https://v16-webapp.tiktok.com/bd0ec350b08ed1bced722235e312abf8/61e9c531/video/tos/useast2a/tos-useast2a-pve-0068/00a5d77b4c3945eb86deb5008d568a45/?a=1988&br=2978&bt=1489&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3Adnz7ThIcPAlXq&l=202201201423270102451420911B5D05B1&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ajM0NTo6ZjRkNzMzNzczM0ApNDVoZ2hlaWQ5N2c3ZWQ3O2dvYXI2cjQwZzZgLS1kMTZzczFiMGM1Y2EuNTFfYl4zMi06Yw%3D%3D&vl=&vr=,6771117068064883718,Nayla Floriano,naylafloriano,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6994839700104121094.mp3,Responder a @uvinhaedits11 #resso #ads #paid #fusioninfluencers
https://v16-webapp.tiktok.com/f0354e2cbd626849a7d8d726f181f9d0/61e9c4e0/video/tos/alisg/tos-alisg-pve-0037c001/65ebc5b57ef44f788c6e6f3b0ee962a2/?a=1988&br=3174&bt=1587&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3Adnz7ThIcPAlXq&l=202201201423270102451420911B5D05B1&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=am1xcGc7ZjY1dzMzaTczM0ApaGRlNzYzOjtnN2k6OGc0M2dvYW1tX3ExbXNfLS0vMTRzczA1YWEuNV4uYDUyLy4zMWE6Yw%3D%3D&vl=&vr=,6816688619441783814,Jess Bonfioli,jess.bonfioli,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/5f40c133c371490bb4dbe2c694a32a5b,Quantos ❤ esse dançarino e essa receita merecem? @oberlaender_joao #comédia #receita #Resso #Paid #Ads #fusioninfluencers
https://v16-webapp.tiktok.com/5d348314eb8019d8b6f121f4876fb849/61e9c4ef/video/tos/alisg/tos-alisg-pve-0037c001/be5b285dcab14a6d887243d0e9c0d59a/?a=1988&br=2108&bt=1054&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3Adnz7ThIcPAlXq&l=202201201423270102451420911B5D05B1&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2g6NDVxc3M0NDMzODczM0ApOjM5NjdlZWRlNzc5NTc2NWcxaGsxYmdvam9gLS1kMTRzc2AwMTItNDE1YTJfLi1eNi06Yw%3D%3D&vl=&vr=,6812314457177850885,Gutierrez Castro,gutierrezcastro,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6950773080885054210.mp3,imagina namorar a Leuris... kk #resso #ads #paid #fusioninfluencers
https://v16-webapp.tiktok.com/b95262141df9ba3298516c0b403ea38a/61e9c4df/video/tos/alisg/tos-alisg-pve-0037c001/4032c3664dc04e90baa4caca205c050a/?a=1988&br=4162&bt=2081&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3Adnz7ThIcPAlXq&l=202201201423270102451420911B5D05B1&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=anZmODdlcDpzeDMzOTczM0ApaDc1NjUzOTw3N2hlZTM8OGczaWswcC8zaG5fLS01MTRzczYxYDI0XjVjMGNiYTRiXy86Yw%3D%3D&vl=&vr=,6801244908717982725,Julia Puzzuoli Souza,juliapuzzuoli,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6896587784006437634.mp3,O gringo perdido no xaveco KAKAKAKAK será q teve celinho?? 🤭 #cantadas #fyp#Resso #Paid #Ads  #fusioninfluencers
https://v16-webapp.tiktok.com/f6ed80f5ee2663763d5247e3996ba6ad/61e9c4d7/video/tos/useast2a/tos-useast2a-pve-0068/453ea06e49004507bf98e5ab0d084bf5/?a=1988&br=3784&bt=1892&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3Adnz7ThIcPAlXq&l=202201201423270102451420911B5D05B1&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3BqazV2M2p5NDMzNzczM0ApO2lkPGlpZmU8N2dmZzc1NGdtMjAtaS0wNnJgLS1kMTZzc2JgMjRgYmMyL2AvYGEzMzU6Yw%3D%3D&vl=&vr=,6748618800982492166,Rafael Pequeno,rafapequeno,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6952982504756513542.mp3,Você toma muito refrigerante? #CityRock #resso #ads #fusioninfluencers link: Https://m.resso.app/ZSJrwpDRb/
https://v16-webapp.tiktok.com/58608d9f0e71b99f577d375e90ffb03b/61e9c4f9/video/tos/alisg/tos-alisg-pve-0037c001/d743b9cca76d4b5593efa26af69e688c/?a=1988&br=2656&bt=1328&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3Adnz7ThIcPAlXq&l=202201201423270102451420911B5D05B1&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3hubDlqcHRreDMzaTczM0ApZDg1ZGlmOmVnN2c5Z2Q8aWdeNjJtczE2Z3BfLS0uMTRzczNiLl4tMzAzX14vYWNgLV46Yw%3D%3D&vl=&vr=,6789322949888754694,Cá Moreira,ca_smoreira,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7009417695372348165.mp3,"Ame, cuide, proteja! ❤️🐑 #resso #paid #ads #picktalent #ovelhachanel"
https://v16-webapp.tiktok.com/2f25e8fe910f8e35056a22310873e8c6/61e9c50a/video/tos/useast2a/tos-useast2a-ve-0068c002/a59781b94d8145a78a34829d61b3e244/?a=1988&br=2946&bt=1473&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3Adnz7ThIcPAlXq&l=202201201423270102451420911B5D05B1&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M29tajM6ZnY2ODMzNzczM0ApODo5MzU6ZTxnNzpkOTRnZ2dvcjY1cjQwYTRgLS1kMTZzcy9jLjUuMzJjMWAvXjJfXi86Yw%3D%3D&vl=&vr=,6568364031224315906,Armando Netto,armando_netto,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7011613740172987141.mp3,Responder @amvk.house coisa mais doida que já fiz KAKAKA mds 😅 #ads #paid #resso #inpander @inpandertalent
https://v16-webapp.tiktok.com/b10fa8393f068df2f14e77fd7aa3debf/61e9c4ce/video/tos/useast2a/tos-useast2a-ve-0068c004/33f813ed56a84692b19021e567c96846/?a=1988&br=2516&bt=1258&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3Adnz7ThIcPAlXq&l=202201201423270102451420911B5D05B1&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3l1bGU6Zmc2NzMzNzczM0ApOmk0aTszaGVoNzxmO2RpZmcxZWpucjRvYi1gLS1kMTZzczAuMjBjL2MxNi4zLy1fMTA6Yw%3D%3D&vl=&vr=,6945104118713910277,suliicamacho_,suliicamacho17,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/51baf5f31ca34ee6a8ac5cc5a1789a04,#fail 😹😹😹 #ads @jennycamachor @robinsongutierrez9
https://v16-webapp.tiktok.com/a7d5f3dae9160c4561812d640ab6576f/61e9c4fa/video/tos/useast2a/tos-useast2a-ve-0068c001/501008079f7b40aca7c9f06518621592/?a=1988&br=2494&bt=1247&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3Adnz7ThIcPAlXq&l=202201201423270102451420911B5D05B1&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzZwNmY6ZndtNzMzNzczM0ApNDdkNWlkOmQ6N2lmZDkzOmdnMTVpcjRnX2hgLS1kMTZzczQuMmAtMTJiX18zMzUvM186Yw%3D%3D&vl=&vr=,6809423014417990662,Marianna Alexandre,marianna_alexandre,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7001186437127326470.mp3,#pov Você consegue ver quantas vezes sua alma gêmea falou seu nome |ib @nickolas_ray #povs #drama #maripovs #ads #paid #resso #inpader @inpandertalent
https://v16-webapp.tiktok.com/b72e13ed3c7e4b4ab65557f1b62fd70e/61e9c4de/video/tos/alisg/tos-alisg-pve-0037c001/0307dd8fa4824598aff5f84a39d6de0c/?a=1988&br=3008&bt=1504&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3Adnz7ThIcPAlXq&l=202201201423270102451420911B5D05B1&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzNrc3E1Z3N4eDMzNjczM0ApaTlnaWRkZmU2N2VkZWVpZ2dlL3Nzb2sxY15fLS0zMTRzcy8tLWM2YzAwNi80Mi9hNS06Yw%3D%3D&vl=&vr=,6816688619441783814,Jess Bonfioli,jess.bonfioli,https://sf19-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6869953765405477633.mp3,Qual será o próximo desafio?! 😂 @oberlaender_joao #comédia #receita #Resso #Paid #Ads #fusioninfluencers
