Friend_count,Follower_count,Following_count,cover_photo,profile_picture,id,Name,Work,Education,Places Lived,About,Favorite Quotes
,,,https://scontent.fmnl4-1.fna.fbcdn.net/v/t31.18172-8/fr/cp0/e15/q65/19575079_10103832396388711_8894816584589808440_o.jpg?_nc_cat=109&ccb=1-5&_nc_sid=ed5ff1&_nc_ohc=YpmLLFkqfXIAX8ESJeV&_nc_ht=scontent.fmnl4-1.fna&oh=e8cbbfbbfaf2cc96aadddd5aa45277fb&oe=61A49598,https://scontent.fmnl4-1.fna.fbcdn.net/v/t1.6435-1/cp0/e15/q65/p120x120/79515135_10111007623880301_5111576226921709568_n.jpg?_nc_cat=1&ccb=1-5&_nc_sid=dbb9e7&_nc_ohc=sm61GeQl8-MAX_KVyy-&_nc_ht=scontent.fmnl4-1.fna&oh=fe68669f250a95901df09fdbd2d65ea7&oe=61A48CD9,4,Mark Zuckerberg,"Chan Zuckerberg Initiative
December 1, 2015 - Present
Meta
Founder and CEO
February 4, 2004 - Present
Palo Alto, California
Bringing the world closer together.","Harvard University
Computer Science and Psychology
August 30, 2002 - April 30, 2004
Phillips Exeter Academy
Classics
Class of 2002
Ardsley High School
High School
September 1998 - June 2000","Palo Alto, California
Current City
Dobbs Ferry, New York
Hometown",I'm trying to make the world a more open place.,"""Fortune favors the bold.""
- Virgil, Aeneid X.284

""All children are artists. The problem is how to remain an artist once you grow up.""
- Pablo Picasso

""Make things as simple as possible but no simpler.""
- Albert Einstein"
