name,logo_link,trust_score
Ossiva,//s3-eu-west-1.amazonaws.com/tpd/logos/5fc2083cce31bb00017763e4/0x0.png,
Acaxro,//s3-eu-west-1.amazonaws.com/tpd/logos/603dc4ff70c83a00017352e5/0x0.png,
Wowbuddyshop,//s3-eu-west-1.amazonaws.com/tpd/logos/5db1660a3e1ac30001426917/0x0.png,
Picky-Designer,//s3-eu-west-1.amazonaws.com/tpd/screenshots/605f2b26abff3c000156c305/57x43.png,
interlinkages.online,//s3-eu-west-1.amazonaws.com/tpd/logos/61a069717adf7706ce19dbd9/0x0.png,
Pangea.app,//s3-eu-west-1.amazonaws.com/tpd/logos/6182f548cc9435193e5c2d91/0x0.png,
Nftdesire,//s3-eu-west-1.amazonaws.com/tpd/logos/61890b3aab6ed5b034b57bbd/0x0.png,
MarketPryce,//s3-eu-west-1.amazonaws.com/tpd/logos/61df4ef27cf9cd8eb46cdad7/0x0.png,
Honeydew Labs,//s3-eu-west-1.amazonaws.com/tpd/logos/5de1bd2b3015db0001cb6d1c/0x0.png,
OpenSky,//s3-eu-west-1.amazonaws.com/tpd/logos/5898d3600000ff00059c34a6/0x0.png,TrustScore 3.4
Cozzyhomes,//s3-eu-west-1.amazonaws.com/tpd/logos/60b05fdc65501800012466a5/0x0.png,TrustScore 3.4
Shopision,//s3-eu-west-1.amazonaws.com/tpd/logos/5c6afbebf0dfb70001feb1fe/0x0.png,TrustScore 3.4
Funnel Rolodex,//s3-eu-west-1.amazonaws.com/tpd/logos/5cf61ea83d0cda00014a41a0/0x0.png,TrustScore 3.4
MUTCOINFAST,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5f44c5067036b200012a1c14/57x43.png,TrustScore 3.4
Happysublime,//s3-eu-west-1.amazonaws.com/tpd/logos/5f642a7a9ce09a000169dcff/0x0.png,TrustScore 3.4
TelescopeTrader Classifieds,//s3-eu-west-1.amazonaws.com/tpd/logos/5f842c8fb4934500019635d6/0x0.png,TrustScore 3.4
noon,//s3-eu-west-1.amazonaws.com/tpd/logos/5ae56239f24678000156d4c2/0x0.png,TrustScore 3.3
"Toolots, Inc.",//s3-eu-west-1.amazonaws.com/tpd/logos/5ec01172012e830001d912f3/0x0.png,TrustScore 3.3
AR15 Discounts,//s3-eu-west-1.amazonaws.com/tpd/logos/5dab99ebc724330001567459/0x0.png,TrustScore 3.3
Opticals Online,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5d68e2cef7118a000133ddc8/57x43.png,TrustScore 3.3
Blidz,//s3-eu-west-1.amazonaws.com/tpd/logos/60af72b734523f0001ff8983/0x0.png,TrustScore 3.3
bitsyboxes.com,https://categoriespages-cdn.trustpilot.net/categoriespages-consumersite/public/default-business-unit-logo.svg,TrustScore 3.3
Damedos Inc,//s3-eu-west-1.amazonaws.com/tpd/logos/5f6e9d7fcb536e0001427640/0x0.png,TrustScore 3.3
🇺🇸US Garage Auction Co.™  ,https://categoriespages-cdn.trustpilot.net/categoriespages-consumersite/public/default-business-unit-logo.svg,TrustScore 3.3
Truckstop.com Load Board,//s3-eu-west-1.amazonaws.com/tpd/logos/5e95c8a485636e00011b0b6f/0x0.png,TrustScore 3.2
Cheap Airport Parking,//s3-eu-west-1.amazonaws.com/tpd/logos/554b72cd0000ff00057f434d/0x0.png,TrustScore 3.2
Alphexfirearms,//s3-eu-west-1.amazonaws.com/tpd/logos/60c9c2a3f7c59100010ad788/0x0.png,TrustScore 3.2
AccountFlip,//s3-eu-west-1.amazonaws.com/tpd/logos/5a78d5722f57600001341850/0x0.png,TrustScore 3.2
PayPal VCC,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5b8445fbc2c26a0001dd51c4/57x43.png,TrustScore 3.2
Findescrow,https://categoriespages-cdn.trustpilot.net/categoriespages-consumersite/public/default-business-unit-logo.svg,TrustScore 3.2
Save The Turtles,//s3-eu-west-1.amazonaws.com/tpd/logos/5ff0c5bab391a00001aa7730/0x0.png,TrustScore 3.2
Cars,//s3-eu-west-1.amazonaws.com/tpd/screenshots/46ebe9a100006400050176c6/57x43.png,TrustScore 3.2
"NicheNoire, LLC",//s3-eu-west-1.amazonaws.com/tpd/logos/60ee55953dd2b200016a528a/0x0.png,TrustScore 3.2
Altiuscart.com,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/4ff32e070000640005177804/57x43.png,TrustScore 3.2
Leaflyweeddispensary,//s3-eu-west-1.amazonaws.com/tpd/logos/60eb3c17792e8400016f0f98/0x0.png,TrustScore 3.2
Ride Scoozy Electric Bikes,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5d1643699646e20001af07a8/57x43.png,TrustScore 3.2
PunyPrices,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5e5d661994f7cb00015e608a/57x43.png,TrustScore 3.2
uMod,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5d30c6e44cf1aa000143dd1c/57x43.png,TrustScore 3.2
Bump Boxes,//s3-eu-west-1.amazonaws.com/tpd/logos/5a7973e67dd4b200014b4f55/0x0.png,TrustScore 3.1
Hemper,//s3-eu-west-1.amazonaws.com/tpd/logos/5e4c59a17c8cb80001469aa0/0x0.png,TrustScore 3.0
Uwigs,//s3-eu-west-1.amazonaws.com/tpd/logos/5baa69b56b01ec0001b762fc/0x0.png,TrustScore 3.0
HVAC Direct,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5cc68d023deafc00015a0704/57x43.png,TrustScore 3.0
Global Sources,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5a5dd9474f2e760001288d87/57x43.png,TrustScore 3.0
Dreamstime,//s3-eu-west-1.amazonaws.com/tpd/logos/46e279020000640005014718/0x0.png,TrustScore 2.9
Maisonette,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5d2d1e5975af640001c90873/57x43.png,TrustScore 2.9
Western Bid,//s3-eu-west-1.amazonaws.com/tpd/logos/5e9f0f4e62b0b00001c9d06d/0x0.png,TrustScore 2.9
RV Trader,//s3-eu-west-1.amazonaws.com/tpd/logos/5c7fd59dbbc0f20001f13a76/0x0.png,TrustScore 2.9
ShipGratis.si,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5fc7bdbbe050ec00017a1dd1/57x43.png,TrustScore 2.9
Ikdesignergoods,https://categoriespages-cdn.trustpilot.net/categoriespages-consumersite/public/default-business-unit-logo.svg,TrustScore 2.9
TrainingPeaks,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5e2208ce9436240001e7e2af/57x43.png,TrustScore 2.9
GOOD GIRL REBEL,//s3-eu-west-1.amazonaws.com/tpd/logos/54fe6d540000ff00057df1a2/0x0.png,TrustScore 2.9
souk + SEPIA,//s3-eu-west-1.amazonaws.com/tpd/logos/5f5704a3b628e50001ee3868/0x0.png,TrustScore 2.8
Sweet And Rosy,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5bca81ba979bc000013c6c9d/57x43.png,TrustScore 2.8
Hokage Store,//s3-eu-west-1.amazonaws.com/tpd/logos/5862db650000ff000599c985/0x0.png,TrustScore 2.8
Alltrue,//s3-eu-west-1.amazonaws.com/tpd/logos/60a33416f9dca00001567f68/0x0.png,TrustScore 2.8
New American Store,//s3-eu-west-1.amazonaws.com/tpd/logos/5f462b3ade20d80001c9e3b7/0x0.png,TrustScore 2.8
Our Wish Deals,//s3-eu-west-1.amazonaws.com/tpd/logos/5ed95840920ba80001f53212/0x0.png,TrustScore 2.8
CNN,//s3-eu-west-1.amazonaws.com/tpd/screenshots/609b8c1b362e0f00016c5042/57x43.png,TrustScore 2.8
Marketplace.tf,//s3-eu-west-1.amazonaws.com/tpd/logos/5c1b9c7483a09e000137e295/0x0.png,TrustScore 2.7
FK Irons,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5d2e2fc0eea11e0001fda764/57x43.png,TrustScore 2.6
Younited Boutiques,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5e22107dd72460000178e99c/57x43.png,TrustScore 2.6
TheDrop.com,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5b1f462a3224070001011797/57x43.png,TrustScore 2.6
Shadeals,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5529503a0000ff00057eb08e/57x43.png,TrustScore 2.6
Listia,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4be4f8770000640005091467/57x43.png,TrustScore 2.5
UPrinting,//s3-eu-west-1.amazonaws.com/tpd/logos/5c94efc47f40060001b5237a/0x0.png,TrustScore 2.4
BeeMission.com,//s3-eu-west-1.amazonaws.com/tpd/logos/5ca8f7e8e51fbd000138f70b/0x0.png,TrustScore 2.3
Afternic,//s3-eu-west-1.amazonaws.com/tpd/logos/56699f7a0000ff00058688bd/0x0.png,TrustScore 2.3
Forever Gifts,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5c905ce53267c100016bb350/57x43.png,TrustScore 2.3
Things & Essentials,//s3-eu-west-1.amazonaws.com/tpd/logos/61824fba12e24b246dbd94d7/0x0.png,TrustScore 2.3
Merchbar,//s3-eu-west-1.amazonaws.com/tpd/logos/5989e82e0000ff0005a86a98/0x0.png,TrustScore 2.2
Shop Storepaperoomates,//s3-eu-west-1.amazonaws.com/tpd/logos/5f54a9bca7c2b2000157aaff/0x0.png,TrustScore 2.2
Take and Pop Stores,//s3-eu-west-1.amazonaws.com/tpd/logos/60fff0a320d1cf000187bb22/0x0.png,TrustScore 2.2
"ProZ.com, Inc.",//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/553829f40000ff00057ef25f/57x43.png,TrustScore 2.2
Baddhi Shop,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5e80f7b7bdfd8d000101096f/57x43.png,TrustScore 2.2
Haverdash,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5d168da39646e20001af0ace/57x43.png,TrustScore 2.0
Deposit a Gift,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/556c7b390000ff00057fd7cc/57x43.png,TrustScore 1.9
blaux.com,https://categoriespages-cdn.trustpilot.net/categoriespages-consumersite/public/default-business-unit-logo.svg,TrustScore 1.8
Infinitikloud,https://categoriespages-cdn.trustpilot.net/categoriespages-consumersite/public/default-business-unit-logo.svg,TrustScore 1.8
Casabilanka.com - shop  made easy,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5ef256550664550001b8b6dd/57x43.png,TrustScore 1.8
buydangobuds.com,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5fc0ff02aebbd30001f9c714/57x43.png,TrustScore 1.8
ZipCloud,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4f6f2fbd000064000513e924/57x43.png,TrustScore 1.8
Funbuy,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5743ec950000ff00058d48b8/57x43.png,TrustScore 1.8
iOffer,//s3-eu-west-1.amazonaws.com/tpd/screenshots/47d8ef270000640005022364/57x43.png,TrustScore 1.6
Gumtree Australia,//s3-eu-west-1.amazonaws.com/tpd/logos/4859ad6d000064000502bbb2/0x0.png,TrustScore 1.6
Audiogon Inc,//s3-eu-west-1.amazonaws.com/tpd/logos/46d72138000064000500e919/0x0.png,TrustScore 1.6
Ebay,//s3-eu-west-1.amazonaws.com/tpd/screenshots/46dfc7c00000640005013740/57x43.png,TrustScore 1.5
Mantadrop,https://categoriespages-cdn.trustpilot.net/categoriespages-consumersite/public/default-business-unit-logo.svg,TrustScore 1.5
Poshmark,https://categoriespages-cdn.trustpilot.net/categoriespages-consumersite/public/default-business-unit-logo.svg,TrustScore 1.4
Attitudetoday,//s3-eu-west-1.amazonaws.com/tpd/logos/5b7d9fca2c5584000188a0ba/0x0.png,TrustScore 1.3
Ebay,//s3-eu-west-1.amazonaws.com/tpd/screenshots/46accad10000640005009287/57x43.png,TrustScore 1.2
Nasawa Enterprises,//s3-eu-west-1.amazonaws.com/tpd/screenshots/6108f4e31f5f73001d2e2488/57x43.png,
"Cates Auction & Realty Co., Inc.",//s3-eu-west-1.amazonaws.com/tpd/screenshots/61660698441f7a001d791ecb/57x43.png,
Amazon Mystery Boxes,//s3-eu-west-1.amazonaws.com/tpd/logos/611ee03046773d001dbb27c2/0x0.png,
Worldbeetech,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5da74bd25c00800001f860f0/57x43.png,
AccountSea - Account Seller,//s3-eu-west-1.amazonaws.com/tpd/logos/61e04b572d747e5aee5d97e2/0x0.png,
Tier22,//s3-eu-west-1.amazonaws.com/tpd/logos/612d2c63a2f590001d446248/0x0.png,
Shot•Caliber,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5d336f8b9074c50001500f5f/57x43.png,
mymodelfriend,//s3-eu-west-1.amazonaws.com/tpd/logos/60d1eafa7374a900016a5e30/0x0.png,
Gammshop,https://categoriespages-cdn.trustpilot.net/categoriespages-consumersite/public/default-business-unit-logo.svg,
Qshoop - Best Quality Reliable Reviews Service Provider,//s3-eu-west-1.amazonaws.com/tpd/logos/6127c994d3ba24001df2de5e/0x0.png,
CORPORACION CSTECH LLC,//s3-eu-west-1.amazonaws.com/tpd/logos/6142f27582828f001d6754be/0x0.png,
Custom Regalo: Buy Personalized Gifts,//s3-eu-west-1.amazonaws.com/tpd/logos/61bb7b99110c36119ee0c124/0x0.png,
tendpet.com,//s3-eu-west-1.amazonaws.com/tpd/logos/615e0323fa1895001d187eb9/0x0.png,
Gigfas,//s3-eu-west-1.amazonaws.com/tpd/logos/61e728ea57190f340fa08cda/0x0.png,
weapondepot.com,//s3-eu-west-1.amazonaws.com/tpd/logos/61c9dc1e1f62210cbe461eb6/0x0.png,
Shopiona,https://categoriespages-cdn.trustpilot.net/categoriespages-consumersite/public/default-business-unit-logo.svg,
Thrift Store Paradise,//s3-eu-west-1.amazonaws.com/tpd/logos/5e31b002d67fcd00016e3f73/0x0.png,
BoxGiver,//s3-eu-west-1.amazonaws.com/tpd/logos/6081d0dbe60bfc0001079ec6/0x0.png,
EVEK UNITED LIMITED,//s3-eu-west-1.amazonaws.com/tpd/logos/61554ddd3a5261001dd2348e/0x0.png,
Nookmart,//s3-eu-west-1.amazonaws.com/tpd/logos/5f933aeb433bcb00017baa29/0x0.png,TrustScore 5.0
FUTCOIN.NET,//s3-eu-west-1.amazonaws.com/tpd/logos/5e9d7410ce73d40001f2368b/0x0.png,TrustScore 4.9
Vecteezy,//s3-eu-west-1.amazonaws.com/tpd/logos/5cc8d5b7e4bf82000166258b/0x0.png,TrustScore 4.9
eCigs-Direct,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5cb8a543fe9c960001425f51/57x43.png,TrustScore 4.9
Krostyshop,//s3-eu-west-1.amazonaws.com/tpd/logos/610858201f5f73001d2e16ed/0x0.png,TrustScore 4.9
Distacart,//s3-eu-west-1.amazonaws.com/tpd/logos/5d6e4129d545e90001f2c3f9/0x0.png,TrustScore 4.9
MaxClerk,//s3-eu-west-1.amazonaws.com/tpd/screenshots/61a282211d290b0220cf3001/57x43.png,TrustScore 4.9
Artstorefronts,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/573e2b2d0000ff00058d1946/57x43.png,TrustScore 4.9
The Art Of Jewels,//s3-eu-west-1.amazonaws.com/tpd/logos/5e0fc1dc1d27a4000150b468/0x0.png,TrustScore 4.9
Space Foundry Marketplace,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5f08479ff5f487000171e1fd/57x43.png,TrustScore 4.9
Lighthouse,//s3-eu-west-1.amazonaws.com/tpd/logos/5e73488244891200011a63e0/0x0.png,TrustScore 4.9
In Sense Botanicals,//s3-eu-west-1.amazonaws.com/tpd/logos/5cc371333deafc000159eb09/0x0.png,TrustScore 4.9
Dropshyp,//s3-eu-west-1.amazonaws.com/tpd/logos/5ec188b33432e70001af82a3/0x0.png,TrustScore 4.9
RVT.com Classifieds,//s3-eu-west-1.amazonaws.com/tpd/screenshots/54d00de90000ff00057d28a8/57x43.png,TrustScore 4.8
TemplateMonster,//s3-eu-west-1.amazonaws.com/tpd/logos/46d45b36000064000500c12a/0x0.png,TrustScore 4.8
BoostedMMO,//s3-eu-west-1.amazonaws.com/tpd/logos/5d4c23ff0218d10001ce4b15/0x0.png,TrustScore 4.8
West kiss Hair,//s3-eu-west-1.amazonaws.com/tpd/logos/5e5c15752cb4400001e20459/0x0.png,TrustScore 4.8
eliterebate.com,//s3-eu-west-1.amazonaws.com/tpd/logos/600867d1ae8b4200010ea4da/0x0.png,TrustScore 4.8
Overpass,//s3-eu-west-1.amazonaws.com/tpd/logos/5d1af449c310cf000115ceba/0x0.png,TrustScore 4.8
Insta Sale,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5d4db6970434c7000106aa88/57x43.png,TrustScore 4.8
